"Dataset","Tissue","Species","Method","Replicate","RefinementSelector","RefinementBudgetK","Bin","BinLower","BinUpper","N","Coverage","MeanConfidence","Accuracy","AbsCalibrationError"
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",2,"random-k",1,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",2,"random-k",1,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",2,"random-k",1,6,0.5,0.6,2,0.125,0.545,0,0.545
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",2,"random-k",1,7,0.6,0.7,1,0.0625,0.677,0,0.677
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",2,"random-k",1,8,0.7,0.8,3,0.1875,0.733,1,0.267
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",2,"random-k",1,9,0.8,0.9,9,0.5625,0.844,0.444444444444444,0.399555555555556
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",2,"random-k",1,10,0.9,1,1,0.0625,0.941,1,0.0590000000000001
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",1,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",1,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",1,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",1,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",1,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",1,6,0.5,0.6,1,0.0625,0.58,0,0.58
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",1,7,0.6,0.7,1,0.0625,0.677,0,0.677
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",1,8,0.7,0.8,3,0.1875,0.733,1,0.267
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",1,9,0.8,0.9,10,0.625,0.8419,0.4,0.4419
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",1,10,0.9,1,1,0.0625,0.941,1,0.0590000000000001
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",2,"full",16,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",2,"full",16,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",2,"full",16,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",2,"full",16,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",2,"full",16,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",2,"full",16,6,0.5,0.6,2,0.125,0.545,0,0.545
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",2,"full",16,7,0.6,0.7,1,0.0625,0.677,0,0.677
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",2,"full",16,8,0.7,0.8,3,0.1875,0.733,1,0.267
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",2,"full",16,9,0.8,0.9,9,0.5625,0.844,0.444444444444444,0.399555555555556
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",2,"full",16,10,0.9,1,1,0.0625,0.941,1,0.0590000000000001
"PBMC","PBMC","Human","DeepSeek-Plain",3,"none",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",3,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",3,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",3,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",3,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",3,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",3,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",3,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",3,"none",0,9,0.8,0.9,1,0.125,0.9,1,0.1
"PBMC","PBMC","Human","DeepSeek-Plain",3,"none",0,10,0.9,1,7,0.875,0.958571428571429,1,0.0414285714285715
"PBMC","PBMC","Human","DeepSeekCell-Evidence",3,"none",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",3,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",3,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",3,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",3,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",3,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",3,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",3,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",3,"none",0,9,0.8,0.9,1,0.125,0.9,1,0.1
"PBMC","PBMC","Human","DeepSeekCell-Evidence",3,"none",0,10,0.9,1,7,0.875,0.958571428571429,1,0.0414285714285715
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",3,"none",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",3,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",3,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",3,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",3,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",3,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",3,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",3,"none",0,8,0.7,0.8,2,0.25,0.786,1,0.214
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",3,"none",0,9,0.8,0.9,5,0.625,0.8764,1,0.1236
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",3,"none",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,8,0.7,0.8,2,0.25,0.786,1,0.214
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,9,0.8,0.9,5,0.625,0.8764,1,0.1236
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","DeepSeekCell-RandomK",3,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",3,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",3,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",3,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",3,"random-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",3,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",3,"random-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",3,"random-k",0,8,0.7,0.8,2,0.25,0.786,1,0.214
"PBMC","PBMC","Human","DeepSeekCell-RandomK",3,"random-k",0,9,0.8,0.9,5,0.625,0.8764,1,0.1236
"PBMC","PBMC","Human","DeepSeekCell-RandomK",3,"random-k",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,8,0.7,0.8,2,0.25,0.786,1,0.214
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,9,0.8,0.9,5,0.625,0.8764,1,0.1236
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",3,"full",8,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",3,"full",8,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",3,"full",8,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",3,"full",8,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",3,"full",8,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",3,"full",8,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",3,"full",8,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",3,"full",8,8,0.7,0.8,2,0.25,0.786,1,0.214
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",3,"full",8,9,0.8,0.9,5,0.625,0.8764,1,0.1236
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",3,"full",8,10,0.9,1,1,0.125,0.91,1,0.09
"BaronPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,8,0.7,0.8,1,0.0625,0.8,0,0.8
"BaronPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,9,0.8,0.9,7,0.4375,0.871428571428571,0.571428571428571,0.3
"BaronPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,10,0.9,1,8,0.5,0.96125,1,0.0387500000000001
"BaronPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,8,0.7,0.8,1,0.0625,0.8,0,0.8
"BaronPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,9,0.8,0.9,7,0.4375,0.871428571428571,0.571428571428571,0.3
"BaronPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,10,0.9,1,8,0.5,0.96125,1,0.0387500000000001
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,8,0.7,0.8,3,0.1875,0.758333333333333,0.666666666666667,0.0916666666666667
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,9,0.8,0.9,12,0.75,0.819916666666667,0.75,0.0699166666666666
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,10,0.9,1,1,0.0625,0.951,1,0.049
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,8,0.7,0.8,3,0.1875,0.758333333333333,0.666666666666667,0.0916666666666667
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,9,0.8,0.9,12,0.75,0.819916666666667,0.75,0.0699166666666666
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,10,0.9,1,1,0.0625,0.951,1,0.049
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,7,0.6,0.7,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,8,0.7,0.8,3,0.1875,0.758333333333333,0.666666666666667,0.0916666666666667
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,9,0.8,0.9,12,0.75,0.819916666666667,0.75,0.0699166666666666
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,10,0.9,1,1,0.0625,0.951,1,0.049
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,8,0.7,0.8,3,0.1875,0.758333333333333,0.666666666666667,0.0916666666666667
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,9,0.8,0.9,12,0.75,0.819916666666667,0.75,0.0699166666666666
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,10,0.9,1,1,0.0625,0.951,1,0.049
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",3,"full",16,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",3,"full",16,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",3,"full",16,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",3,"full",16,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",3,"full",16,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",3,"full",16,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",3,"full",16,7,0.6,0.7,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",3,"full",16,8,0.7,0.8,3,0.1875,0.758333333333333,0.666666666666667,0.0916666666666667
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",3,"full",16,9,0.8,0.9,12,0.75,0.819916666666667,0.75,0.0699166666666666
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",3,"full",16,10,0.9,1,1,0.0625,0.951,1,0.049
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,6,0.5,0.6,1,0.0909090909090909,0.6,0,0.6
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,9,0.8,0.9,2,0.181818181818182,0.875,1,0.125
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,10,0.9,1,8,0.727272727272727,0.95,0.875,0.075
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,6,0.5,0.6,1,0.0909090909090909,0.6,0,0.6
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,9,0.8,0.9,2,0.181818181818182,0.875,1,0.125
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,10,0.9,1,8,0.727272727272727,0.95,0.875,0.075
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,5,0.4,0.5,1,0.0909090909090909,0.49,0,0.49
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,7,0.6,0.7,1,0.0909090909090909,0.69,1,0.31
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,8,0.7,0.8,2,0.181818181818182,0.7535,1,0.2465
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,9,0.8,0.9,7,0.636363636363636,0.834857142857143,0.857142857142857,0.0222857142857142
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,10,0.9,1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,5,0.4,0.5,1,0.0909090909090909,0.49,0,0.49
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,7,0.6,0.7,1,0.0909090909090909,0.69,1,0.31
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,8,0.7,0.8,2,0.181818181818182,0.7535,1,0.2465
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,9,0.8,0.9,7,0.636363636363636,0.834857142857143,0.857142857142857,0.0222857142857142
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,10,0.9,1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,5,0.4,0.5,1,0.0909090909090909,0.49,0,0.49
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,7,0.6,0.7,1,0.0909090909090909,0.69,1,0.31
